process,workcenter,cap,intervalTime,numRate,product
2,7,41,0,1,332
3,8,34,40,1,332
4,5,50,3,1,332
5,7,27,51,1,332
6,9,54,40,1,332
7,10,25,19,1,332
8,2,41,34,1,332
9,3,34,17,1,332
10,5,49,48,1,332
11,4,21,3,1,332
12,5,21,0,1,332
13,8,41,42,1,332
14,9,26,34,1,332
1,3,57,24,1,333
2,3,41,37,1,333
3,4,49,40,1,333
4,8,41,50,1,333
5,2,33,24,1,333
6,5,58,25,1,333
7,7,60,2,1,333
8,9,39,14,1,333
9,10,46,6,1,333
10,8,23,35,1,333
11,10,19,47,1,333
12,2,13,32,1,333
13,3,14,0,1,333
14,5,27,3,1,333
1,3,46,56,1,334
2,3,49,8,1,334
3,4,36,19,1,334
4,8,22,17,1,334
5,5,32,24,1,334
6,9,18,57,1,334
7,5,22,1,1,334
8,2,40,14,1,334
9,5,29,26,1,334
1,3,25,27,1,335
2,3,51,59,1,335
3,4,21,58,1,335
4,2,48,51,1,335
5,5,57,23,1,335
6,7,38,6,1,335
7,9,15,31,1,335
8,5,19,26,1,335
1,3,51,31,1,336
2,9,21,8,1,336
3,5,52,15,1,336
4,5,49,27,1,336
5,9,51,33,1,336
6,3,36,0,1,336
7,8,16,29,1,336
8,9,40,28,1,336
1,3,16,24,1,337
2,3,14,17,1,337
3,4,49,6,1,337
4,8,23,2,1,337
5,5,58,34,1,337
6,7,16,7,1,337
7,8,56,40,1,337
8,9,43,10,1,337
9,10,15,60,1,337
10,2,56,14,1,337
11,5,27,60,1,337
12,5,55,59,1,337
1,3,40,37,1,338
2,2,58,26,1,338
3,3,58,7,1,338
4,5,37,30,1,338
5,7,15,29,1,338
6,9,33,53,1,338
7,5,20,41,1,338
8,10,55,48,1,338
9,5,31,30,1,338
10,5,52,42,1,338
1,3,55,50,1,339
2,3,59,6,1,339
3,8,38,26,1,339
4,5,14,26,1,339
5,7,50,58,1,339
6,9,20,7,1,339
7,5,30,34,1,339
8,10,20,28,1,339
9,2,32,46,1,339
10,8,51,29,1,339
11,5,24,9,1,339
12,7,19,40,1,339
1,3,16,50,1,340
2,9,50,54,1,340
3,5,25,49,1,340
4,5,25,26,1,340
5,9,32,28,1,340
6,3,16,24,1,340
7,10,57,28,1,340
8,8,43,49,1,340
9,9,20,33,1,340
1,3,58,44,1,341
2,1,15,18,1,341
3,3,52,33,1,341
4,5,23,6,1,341
5,7,25,6,1,341
6,9,27,23,1,341
7,5,36,12,1,341
8,10,24,8,1,341
9,5,26,35,1,341
10,5,24,30,1,341
1,3,56,47,1,342
2,9,51,59,1,342
3,5,54,12,1,342
4,5,31,23,1,342
5,9,39,39,1,342
6,3,31,16,1,342
7,8,43,37,1,342
8,9,46,55,1,342
1,3,55,32,1,343
2,10,44,25,1,343
3,3,54,29,1,343
4,8,47,1,1,343
5,5,58,27,1,343
6,7,54,52,1,343
7,9,36,35,1,343
8,5,47,28,1,343
9,5,40,19,1,343
10,5,34,57,1,343
1,3,29,44,1,344
2,9,15,45,1,344
3,5,32,47,1,344
4,5,30,12,1,344
5,9,34,1,1,344
6,3,36,40,1,344
7,8,21,44,1,344
8,9,38,33,1,344
1,3,56,3,1,345
2,3,55,21,1,345
3,7,45,7,1,345
4,8,31,26,1,345
5,5,38,25,1,345
6,9,56,24,1,345
7,5,42,24,1,345
1,3,45,24,1,346
2,3,54,42,1,346
3,4,13,46,1,346
4,2,22,28,1,346
5,4,49,29,1,346
6,5,20,43,1,346
7,7,22,16,1,346
8,9,43,52,1,346
9,10,35,48,1,346
10,5,48,44,1,346
11,5,27,45,1,346
1,3,35,51,1,347
2,9,54,25,1,347
3,5,59,48,1,347
4,5,25,13,1,347
5,9,16,47,1,347
6,3,36,8,1,347
7,8,54,23,1,347
8,9,54,29,1,347
1,3,32,40,1,348
2,3,49,52,1,348
3,4,32,54,1,348
4,10,53,28,1,348
5,5,46,1,1,348
6,7,57,2,1,348
7,9,45,18,1,348
8,10,24,60,1,348
9,2,31,20,1,348
10,5,30,51,1,348
11,4,58,43,1,348
1,3,22,34,1,349
2,3,52,48,1,349
3,2,25,38,1,349
4,5,39,25,1,349
5,7,45,35,1,349
6,9,46,38,1,349
7,1,46,0,1,349
8,5,51,23,1,349
9,5,23,16,1,349
1,3,60,3,1,350
2,3,41,33,1,350
3,8,34,33,1,350
4,5,54,50,1,350
5,7,34,38,1,350
6,9,44,37,1,350
7,5,58,43,1,350
1,3,16,50,1,351
2,3,15,28,1,351
3,4,37,50,1,351
4,5,52,8,1,351
5,7,24,52,1,351
6,9,25,40,1,351
7,5,59,54,1,351
8,5,18,11,1,351
1,3,29,53,1,352
2,3,54,30,1,352
3,4,39,56,1,352
4,5,38,17,1,352
5,7,24,26,1,352
6,9,25,47,1,352
7,5,20,19,1,352
8,5,57,38,1,352
1,3,15,14,1,353
2,3,55,24,1,353
3,5,43,28,1,353
4,7,25,8,1,353
5,9,37,15,1,353
6,8,54,32,1,353
7,4,22,20,1,353
8,5,39,56,1,353
9,5,22,8,1,353
1,3,54,58,1,354
2,3,36,42,1,354
3,6,24,16,1,354
4,8,59,19,1,354
5,2,36,31,1,354
6,5,13,28,1,354
7,7,35,52,1,354
8,9,43,16,1,354
9,4,16,0,1,354
10,5,33,31,1,354
11,10,17,30,1,354
12,2,19,47,1,354
13,6,23,36,1,354
14,5,48,6,1,354
15,4,24,50,1,354
16,10,35,20,1,354
1,3,42,5,1,355
2,3,36,55,1,355
3,2,56,4,1,355
4,5,50,15,1,355
5,7,58,18,1,355
6,9,55,13,1,355
7,4,21,1,1,355
8,5,13,50,1,355
9,5,28,36,1,355
10,7,42,51,1,355
1,3,51,51,1,356
2,3,14,25,1,356
3,4,35,28,1,356
4,2,38,1,1,356
5,5,23,37,1,356
6,7,44,25,1,356
7,9,57,17,1,356
8,2,57,9,1,356
9,2,51,37,1,356
10,5,34,34,1,356
11,4,38,11,1,356
1,3,44,19,1,357
2,3,45,3,1,357
3,8,20,5,1,357
4,10,45,38,1,357
5,2,52,4,1,357
6,5,36,60,1,357
7,7,55,26,1,357
8,9,52,38,1,357
9,5,26,47,1,357
10,7,32,43,1,357
11,10,14,52,1,357
12,2,32,41,1,357
13,6,23,26,1,357
14,8,60,0,1,357
15,5,32,6,1,357
16,4,26,25,1,357
17,10,51,2,1,357
1,3,50,52,1,358
2,9,17,1,1,358
3,4,18,13,1,358
4,8,40,26,1,358
5,2,29,14,1,358
6,5,24,30,1,358
7,7,29,59,1,358
8,9,31,60,1,358
9,7,28,16,1,358
10,2,39,39,1,358
11,8,31,12,1,358
12,5,44,57,1,358
1,3,27,52,1,359
2,9,45,42,1,359
3,5,51,10,1,359
4,5,56,18,1,359
5,9,22,11,1,359
6,3,42,33,1,359
7,8,44,0,1,359
8,9,26,20,1,359
1,3,31,60,1,360
2,3,31,53,1,360
3,8,20,13,1,360
4,2,39,57,1,360
5,5,36,39,1,360
6,7,25,47,1,360
7,9,35,10,1,360
8,2,32,7,1,360
9,5,46,45,1,360
10,4,34,22,1,360
11,8,44,29,1,360
1,3,15,32,1,361
2,3,15,55,1,361
3,5,21,46,1,361
4,8,39,3,1,361
5,5,48,28,1,361
6,7,50,46,1,361
7,9,21,28,1,361
8,10,16,18,1,361
9,2,50,6,1,361
10,5,15,39,1,361
11,5,57,60,1,361
1,3,34,60,1,362
2,3,36,4,1,362
3,4,19,5,1,362
4,8,20,32,1,362
5,5,54,50,1,362
6,7,59,48,1,362
7,9,33,58,1,362
8,7,36,5,1,362
9,2,15,35,1,362
10,5,38,5,1,362
11,5,14,10,1,362
12,4,40,40,1,362
13,5,38,4,1,362
1,3,15,23,1,363
2,3,37,33,1,363
3,4,20,52,1,363
4,5,22,41,1,363
5,7,48,14,1,363
6,9,29,50,1,363
7,10,17,11,1,363
8,6,53,59,1,363
9,3,40,0,1,363
10,4,49,26,1,363
11,5,35,50,1,363
12,5,16,20,1,363
1,3,32,40,1,364
2,3,21,15,1,364
3,5,42,15,1,364
4,8,21,2,1,364
5,10,54,10,1,364
6,5,49,23,1,364
7,7,21,50,1,364
8,9,44,56,1,364
9,10,44,27,1,364
10,2,32,7,1,364
11,5,27,11,1,364
12,4,35,30,1,364
